Date,LocCode,NetSales,LocName,Category
28-10-2024,TAY-SEL-020,3296.81,Koppiku Taylors Lakeside,Education
28-10-2024,UIA-KUL-021,1675.6,Koppiku International Islamic University Malaysia,Education
28-10-2024,VIV-KUL-023,587.75,Koppiku Vivo,Mall
28-10-2024,YL1-KUL-CO-034,219.11,Koppiku Lot 10 4G Yes,Mall
28-10-2024,YSP-SEL-CO-033,8.02,Koppiku Yes Sunway Pyramid,Mall
29-10-2024,AMP-SEL-027,563.32,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
29-10-2024,AMR-SEL-036,431.61,Koppiku Amerin Mall,Mall
29-10-2024,ASA-SEL-017,741.87,Koppiku AEON Big Shah Alam,Mall
29-10-2024,BKP-KUL-018,174.35,Koppiku BHP Kepong,Transportation
29-10-2024,BLM-KUL-013,54.26,Koppiku Bloomsvale,Mall
29-10-2024,BMC-KUL-012,309.61,Koppiku BMC Mall,Mall
29-10-2024,BTS-KUL-029,359.46,Koppiku Berjaya Times Square,Mall
29-10-2024,CMK-KUL-004,999.85,Koppiku Central Market,Tourism
29-10-2024,DM3-SEL-028,369.93,Koppiku Damansara 3,Mall
29-10-2024,JAY-SEL-014,717.4,Koppiku Jaya One,Mall
29-10-2024,KAP-SEL-030,1088.58,Koppiku KPJ Ampang Puteri,Hospital
29-10-2024,LBR-KUL-CO-009,381.03,Koppiku Liberal Latte,Commercial
29-10-2024,M3M-KUL-011,630.64,Koppiku M3 Mall,Mall
29-10-2024,MAR-KUL-003,1582.06,Koppiku Menara Mara,Commercial
29-10-2024,MCL-KUL-035,1708.1,Koppiku Maxim Citylights,Mall
29-10-2024,MEA-KUL-031,1197,Koppiku Megan Avenue 1,Commercial
29-10-2024,MKN-SEL-032,946.44,Koppiku MKN Cyberjaya,Commercial
29-10-2024,MR2-KUL-015,187.68,Koppiku BHP MRR2,Commercial
29-10-2024,NOV-KUL-026,243.16,Koppiku Novo,Mall
29-10-2024,PMK-KUL-001,1951.65,Koppiku Plaza Mont Kiara,Mix
29-10-2024,RCH-KUL-006,1093.29,Koppiku Raja Chulan Monorail,Mix
29-10-2024,SS2-SEL-005,470.91,Koppiku BHP SS2,Mix
29-10-2024,SSQ-SEL-002,988.4,Koppiku Subang Square,Mix
29-10-2024,STH-SEL-025,555.34,Koppiku South City Plaza,Mall
29-10-2024,TAY-SEL-020,3496.61,Koppiku Taylors Lakeside,Education
29-10-2024,UIA-KUL-021,2219.17,Koppiku International Islamic University Malaysia,Education
29-10-2024,VIV-KUL-023,421.35,Koppiku Vivo,Mall
29-10-2024,YL1-KUL-CO-034,103.23,Koppiku Lot 10 4G Yes,Mall
30-10-2024,AMP-SEL-027,839.47,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
30-10-2024,AMR-SEL-036,644.44,Koppiku Amerin Mall,Mall
30-10-2024,ASA-SEL-017,728.78,Koppiku AEON Big Shah Alam,Mall
30-10-2024,BKP-KUL-018,359.05,Koppiku BHP Kepong,Transportation
30-10-2024,BLM-KUL-013,211.65,Koppiku Bloomsvale,Mall
30-10-2024,BMC-KUL-012,368.22,Koppiku BMC Mall,Mall
30-10-2024,BTS-KUL-029,625.4,Koppiku Berjaya Times Square,Mall
30-10-2024,CMK-KUL-004,1298.18,Koppiku Central Market,Tourism
30-10-2024,DM3-SEL-028,681.32,Koppiku Damansara 3,Mall
30-10-2024,JAY-SEL-014,481.23,Koppiku Jaya One,Mall
30-10-2024,KAP-SEL-030,1097.94,Koppiku KPJ Ampang Puteri,Hospital
30-10-2024,LBR-KUL-CO-009,212.88,Koppiku Liberal Latte,Commercial
30-10-2024,M3M-KUL-011,625.7,Koppiku M3 Mall,Mall
30-10-2024,MAR-KUL-003,1442.96,Koppiku Menara Mara,Commercial
30-10-2024,MCL-KUL-035,1532.41,Koppiku Maxim Citylights,Mall
30-10-2024,MEA-KUL-031,1623.29,Koppiku Megan Avenue 1,Commercial
30-10-2024,MKN-SEL-032,1200.71,Koppiku MKN Cyberjaya,Commercial
30-10-2024,MR2-KUL-015,235.22,Koppiku BHP MRR2,Commercial
30-10-2024,NOV-KUL-026,331.81,Koppiku Novo,Mall
30-10-2024,PMK-KUL-001,1910.7,Koppiku Plaza Mont Kiara,Mix
30-10-2024,RCH-KUL-006,1223.86,Koppiku Raja Chulan Monorail,Mix
30-10-2024,SS2-SEL-005,713.76,Koppiku BHP SS2,Mix
30-10-2024,SSQ-SEL-002,915.77,Koppiku Subang Square,Mix
30-10-2024,STH-SEL-025,245.79,Koppiku South City Plaza,Mall
30-10-2024,TAY-SEL-020,2469.78,Koppiku Taylors Lakeside,Education
30-10-2024,UIA-KUL-021,2532.24,Koppiku International Islamic University Malaysia,Education
30-10-2024,VIV-KUL-023,366.26,Koppiku Vivo,Mall
30-10-2024,YL1-KUL-CO-034,170.05,Koppiku Lot 10 4G Yes,Mall
31-10-2024,AMP-SEL-027,984.62,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
31-10-2024,AMR-SEL-036,466.52,Koppiku Amerin Mall,Mall
31-10-2024,ASA-SEL-017,1306.7,Koppiku AEON Big Shah Alam,Mall
31-10-2024,BKP-KUL-018,110.31,Koppiku BHP Kepong,Transportation
31-10-2024,BLM-KUL-013,174.22,Koppiku Bloomsvale,Mall
31-10-2024,BMC-KUL-012,469.1,Koppiku BMC Mall,Mall
31-10-2024,BTS-KUL-029,488.2,Koppiku Berjaya Times Square,Mall
31-10-2024,CMK-KUL-004,1958.21,Koppiku Central Market,Tourism
31-10-2024,DM3-SEL-028,375.81,Koppiku Damansara 3,Mall
31-10-2024,JAY-SEL-014,345.15,Koppiku Jaya One,Mall
31-10-2024,KAP-SEL-030,1090.38,Koppiku KPJ Ampang Puteri,Hospital
31-10-2024,M3M-KUL-011,978.47,Koppiku M3 Mall,Mall
31-10-2024,MAR-KUL-003,549.75,Koppiku Menara Mara,Commercial
31-10-2024,MCL-KUL-035,1875.51,Koppiku Maxim Citylights,Mall
31-10-2024,MR2-KUL-015,209.33,Koppiku BHP MRR2,Commercial
31-10-2024,NOV-KUL-026,260.2,Koppiku Novo,Mall
31-10-2024,PMK-KUL-001,1359.73,Koppiku Plaza Mont Kiara,Mix
31-10-2024,RCH-KUL-006,304.28,Koppiku Raja Chulan Monorail,Mix
31-10-2024,SS2-SEL-005,431.09,Koppiku BHP SS2,Mix
31-10-2024,SSQ-SEL-002,1174.19,Koppiku Subang Square,Mix
31-10-2024,STH-SEL-025,518.24,Koppiku South City Plaza,Mall
31-10-2024,TAY-SEL-020,677.81,Koppiku Taylors Lakeside,Education
31-10-2024,VIV-KUL-023,187.51,Koppiku Vivo,Mall
31-10-2024,YL1-KUL-CO-034,96.9,Koppiku Lot 10 4G Yes,Mall
01-11-2024,AMP-SEL-027,707.36,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
01-11-2024,AMR-SEL-036,242.95,Koppiku Amerin Mall,Mall
01-11-2024,ASA-SEL-017,1156.93,Koppiku AEON Big Shah Alam,Mall
01-11-2024,BKP-KUL-018,106.33,Koppiku BHP Kepong,Transportation
01-11-2024,BLM-KUL-013,80.55,Koppiku Bloomsvale,Mall
01-11-2024,BMC-KUL-012,330.29,Koppiku BMC Mall,Mall
01-11-2024,BTS-KUL-029,524.33,Koppiku Berjaya Times Square,Mall
01-11-2024,CMK-KUL-004,1514.32,Koppiku Central Market,Tourism
01-11-2024,DM3-SEL-028,374.06,Koppiku Damansara 3,Mall
01-11-2024,JAY-SEL-014,446.87,Koppiku Jaya One,Mall
01-11-2024,KAP-SEL-030,731.45,Koppiku KPJ Ampang Puteri,Hospital
01-11-2024,LBR-KUL-CO-009,98.4,Koppiku Liberal Latte,Commercial
01-11-2024,M3M-KUL-011,978.68,Koppiku M3 Mall,Mall
01-11-2024,MAR-KUL-003,1271.28,Koppiku Menara Mara,Commercial
01-11-2024,MCL-KUL-035,1476.63,Koppiku Maxim Citylights,Mall
01-11-2024,MEA-KUL-031,806.96,Koppiku Megan Avenue 1,Commercial
01-11-2024,MKN-SEL-032,721.63,Koppiku MKN Cyberjaya,Commercial
01-11-2024,MR2-KUL-015,135.19,Koppiku BHP MRR2,Commercial
01-11-2024,NOV-KUL-026,251.99,Koppiku Novo,Mall
01-11-2024,PMK-KUL-001,2158.7,Koppiku Plaza Mont Kiara,Mix
01-11-2024,RCH-KUL-006,881.9,Koppiku Raja Chulan Monorail,Mix
01-11-2024,SS2-SEL-005,259.75,Koppiku BHP SS2,Mix
01-11-2024,SSQ-SEL-002,1158.42,Koppiku Subang Square,Mix
01-11-2024,STH-SEL-025,309.62,Koppiku South City Plaza,Mall
01-11-2024,TAY-SEL-020,1811.98,Koppiku Taylors Lakeside,Education
01-11-2024,UIA-KUL-021,752.58,Koppiku International Islamic University Malaysia,Education
01-11-2024,VIV-KUL-023,277.04,Koppiku Vivo,Mall
01-11-2024,YL1-KUL-CO-034,86.1,Koppiku Lot 10 4G Yes,Mall
01-11-2024,YSP-SEL-CO-033,8.02,Koppiku Yes Sunway Pyramid,Mall
02-11-2024,AMP-SEL-027,983.63,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
02-11-2024,AMR-SEL-036,626.99,Koppiku Amerin Mall,Mall
02-11-2024,ASA-SEL-017,1161.81,Koppiku AEON Big Shah Alam,Mall
02-11-2024,BKP-KUL-018,201.82,Koppiku BHP Kepong,Transportation
02-11-2024,BLM-KUL-013,182.16,Koppiku Bloomsvale,Mall
02-11-2024,BMC-KUL-012,286.16,Koppiku BMC Mall,Mall
02-11-2024,BTS-KUL-029,613.86,Koppiku Berjaya Times Square,Mall
02-11-2024,CMK-KUL-004,1747.73,Koppiku Central Market,Tourism
02-11-2024,DM3-SEL-028,313.25,Koppiku Damansara 3,Mall
02-11-2024,JAY-SEL-014,516.58,Koppiku Jaya One,Mall
02-11-2024,KAP-SEL-030,941.58,Koppiku KPJ Ampang Puteri,Hospital
02-11-2024,M3M-KUL-011,961.06,Koppiku M3 Mall,Mall
02-11-2024,MAR-KUL-003,643.49,Koppiku Menara Mara,Commercial
02-11-2024,MCL-KUL-035,1703.65,Koppiku Maxim Citylights,Mall
02-11-2024,MEA-KUL-031,167.93,Koppiku Megan Avenue 1,Commercial
02-11-2024,MR2-KUL-015,348.09,Koppiku BHP MRR2,Commercial
02-11-2024,NOV-KUL-026,266.9,Koppiku Novo,Mall
02-11-2024,PMK-KUL-001,1081.29,Koppiku Plaza Mont Kiara,Mix
02-11-2024,RCH-KUL-006,82.85,Koppiku Raja Chulan Monorail,Mix
02-11-2024,SS2-SEL-005,443.7,Koppiku BHP SS2,Mix
02-11-2024,SSQ-SEL-002,857.07,Koppiku Subang Square,Mix
02-11-2024,STH-SEL-025,268.89,Koppiku South City Plaza,Mall
02-11-2024,TAY-SEL-020,675.52,Koppiku Taylors Lakeside,Education
02-11-2024,UIA-KUL-021,161.32,Koppiku International Islamic University Malaysia,Education
02-11-2024,VIV-KUL-023,186.33,Koppiku Vivo,Mall
02-11-2024,YL1-KUL-CO-034,134.24,Koppiku Lot 10 4G Yes,Mall
03-11-2024,AMP-SEL-027,1477.03,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
03-11-2024,AMR-SEL-036,486.69,Koppiku Amerin Mall,Mall
03-11-2024,ASA-SEL-017,1069.97,Koppiku AEON Big Shah Alam,Mall
03-11-2024,BKP-KUL-018,225.87,Koppiku BHP Kepong,Transportation
03-11-2024,BLM-KUL-013,231.11,Koppiku Bloomsvale,Mall
03-11-2024,BMC-KUL-012,427.06,Koppiku BMC Mall,Mall
03-11-2024,BTS-KUL-029,417.72,Koppiku Berjaya Times Square,Mall
03-11-2024,CMK-KUL-004,1706.98,Koppiku Central Market,Tourism
03-11-2024,DM3-SEL-028,367.65,Koppiku Damansara 3,Mall
03-11-2024,JAY-SEL-014,520.74,Koppiku Jaya One,Mall
03-11-2024,KAP-SEL-030,725.61,Koppiku KPJ Ampang Puteri,Hospital
03-11-2024,M3M-KUL-011,1065.31,Koppiku M3 Mall,Mall
03-11-2024,MAR-KUL-003,556.04,Koppiku Menara Mara,Commercial
03-11-2024,MCL-KUL-035,1959.33,Koppiku Maxim Citylights,Mall
03-11-2024,MR2-KUL-015,437.04,Koppiku BHP MRR2,Commercial
03-11-2024,NOV-KUL-026,195.9,Koppiku Novo,Mall
03-11-2024,PMK-KUL-001,1224.94,Koppiku Plaza Mont Kiara,Mix
03-11-2024,RCH-KUL-006,202.72,Koppiku Raja Chulan Monorail,Mix
03-11-2024,SS2-SEL-005,663.41,Koppiku BHP SS2,Mix
03-11-2024,SSQ-SEL-002,951.37,Koppiku Subang Square,Mix
03-11-2024,STH-SEL-025,393.51,Koppiku South City Plaza,Mall
03-11-2024,TAY-SEL-020,618.88,Koppiku Taylors Lakeside,Education
03-11-2024,VIV-KUL-023,241.09,Koppiku Vivo,Mall
03-11-2024,YL1-KUL-CO-034,50.81,Koppiku Lot 10 4G Yes,Mall
03-11-2024,YSP-SEL-CO-033,4.72,Koppiku Yes Sunway Pyramid,Mall
04-11-2024,AMP-SEL-027,663.05,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
04-11-2024,AMR-SEL-036,412.96,Koppiku Amerin Mall,Mall
04-11-2024,ASA-SEL-017,668.03,Koppiku AEON Big Shah Alam,Mall
04-11-2024,BKP-KUL-018,120.34,Koppiku BHP Kepong,Transportation
04-11-2024,BLM-KUL-013,131.31,Koppiku Bloomsvale,Mall
04-11-2024,BMC-KUL-012,257.03,Koppiku BMC Mall,Mall
04-11-2024,BTS-KUL-029,439.91,Koppiku Berjaya Times Square,Mall
04-11-2024,CMK-KUL-004,907.49,Koppiku Central Market,Tourism
04-11-2024,DM3-SEL-028,468.3,Koppiku Damansara 3,Mall
04-11-2024,JAY-SEL-014,371.53,Koppiku Jaya One,Mall
04-11-2024,KAP-SEL-030,807.87,Koppiku KPJ Ampang Puteri,Hospital
04-11-2024,LBR-KUL-CO-009,319.47,Koppiku Liberal Latte,Commercial
04-11-2024,M3M-KUL-011,601.57,Koppiku M3 Mall,Mall
04-11-2024,MAR-KUL-003,1397.09,Koppiku Menara Mara,Commercial
04-11-2024,MCL-KUL-035,1686.33,Koppiku Maxim Citylights,Mall
04-11-2024,MEA-KUL-031,1041.56,Koppiku Megan Avenue 1,Commercial
04-11-2024,MKN-SEL-032,782.63,Koppiku MKN Cyberjaya,Commercial
04-11-2024,MR2-KUL-015,233.74,Koppiku BHP MRR2,Commercial
04-11-2024,NOV-KUL-026,358.53,Koppiku Novo,Mall
04-11-2024,PMK-KUL-001,1346.17,Koppiku Plaza Mont Kiara,Mix
04-11-2024,RCH-KUL-006,994.95,Koppiku Raja Chulan Monorail,Mix
04-11-2024,SS2-SEL-005,478.99,Koppiku BHP SS2,Mix
04-11-2024,SSQ-SEL-002,729.83,Koppiku Subang Square,Mix
04-11-2024,STH-SEL-025,357.06,Koppiku South City Plaza,Mall
04-11-2024,TAY-SEL-020,2822.11,Koppiku Taylors Lakeside,Education
04-11-2024,UIA-KUL-021,1487.78,Koppiku International Islamic University Malaysia,Education
04-11-2024,VIV-KUL-023,470.62,Koppiku Vivo,Mall
04-11-2024,YL1-KUL-CO-034,102.57,Koppiku Lot 10 4G Yes,Mall
05-11-2024,AMP-SEL-027,610.6,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
05-11-2024,AMR-SEL-036,518.42,Koppiku Amerin Mall,Mall
05-11-2024,ASA-SEL-017,764.23,Koppiku AEON Big Shah Alam,Mall
05-11-2024,BKP-KUL-018,180.24,Koppiku BHP Kepong,Transportation
05-11-2024,BLM-KUL-013,89.35,Koppiku Bloomsvale,Mall
05-11-2024,BMC-KUL-012,138.14,Koppiku BMC Mall,Mall
05-11-2024,BTS-KUL-029,415.48,Koppiku Berjaya Times Square,Mall
05-11-2024,CMK-KUL-004,764.44,Koppiku Central Market,Tourism
05-11-2024,DM3-SEL-028,493.01,Koppiku Damansara 3,Mall
05-11-2024,JAY-SEL-014,500.34,Koppiku Jaya One,Mall
05-11-2024,KAP-SEL-030,968.19,Koppiku KPJ Ampang Puteri,Hospital
05-11-2024,LBR-KUL-CO-009,284.56,Koppiku Liberal Latte,Commercial
05-11-2024,M3M-KUL-011,562.84,Koppiku M3 Mall,Mall
05-11-2024,MAR-KUL-003,1778.98,Koppiku Menara Mara,Commercial
05-11-2024,MCL-KUL-035,1150.75,Koppiku Maxim Citylights,Mall
05-11-2024,MEA-KUL-031,1027.85,Koppiku Megan Avenue 1,Commercial
05-11-2024,MKN-SEL-032,858.93,Koppiku MKN Cyberjaya,Commercial
05-11-2024,MR2-KUL-015,138.15,Koppiku BHP MRR2,Commercial
05-11-2024,NOV-KUL-026,333.62,Koppiku Novo,Mall
05-11-2024,PMK-KUL-001,1666.45,Koppiku Plaza Mont Kiara,Mix
05-11-2024,RCH-KUL-006,1095.29,Koppiku Raja Chulan Monorail,Mix
05-11-2024,SS2-SEL-005,478.88,Koppiku BHP SS2,Mix
05-11-2024,SSQ-SEL-002,834.83,Koppiku Subang Square,Mix
05-11-2024,STH-SEL-025,416.57,Koppiku South City Plaza,Mall
05-11-2024,TAY-SEL-020,2988.23,Koppiku Taylors Lakeside,Education
05-11-2024,UIA-KUL-021,1993.94,Koppiku International Islamic University Malaysia,Education
05-11-2024,VIV-KUL-023,366.45,Koppiku Vivo,Mall
05-11-2024,YL1-KUL-CO-034,19.25,Koppiku Lot 10 4G Yes,Mall
06-11-2024,AMP-SEL-027,554.4,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
06-11-2024,AMR-SEL-036,323.59,Koppiku Amerin Mall,Mall
06-11-2024,ASA-SEL-017,398.86,Koppiku AEON Big Shah Alam,Mall
06-11-2024,BKP-KUL-018,215.91,Koppiku BHP Kepong,Transportation
06-11-2024,BLM-KUL-013,79.13,Koppiku Bloomsvale,Mall
06-11-2024,BMC-KUL-012,150.86,Koppiku BMC Mall,Mall
06-11-2024,BTS-KUL-029,388.38,Koppiku Berjaya Times Square,Mall
06-11-2024,CMK-KUL-004,586.1,Koppiku Central Market,Tourism
06-11-2024,DM3-SEL-028,298.9,Koppiku Damansara 3,Mall
06-11-2024,JAY-SEL-014,335.6,Koppiku Jaya One,Mall
06-11-2024,KAP-SEL-030,771.4,Koppiku KPJ Ampang Puteri,Hospital
06-11-2024,LBR-KUL-CO-009,180.94,Koppiku Liberal Latte,Commercial
06-11-2024,M3M-KUL-011,377.16,Koppiku M3 Mall,Mall
06-11-2024,MAR-KUL-003,1514.9,Koppiku Menara Mara,Commercial
06-11-2024,MCL-KUL-035,799.46,Koppiku Maxim Citylights,Mall
06-11-2024,MEA-KUL-031,1306.98,Koppiku Megan Avenue 1,Commercial
06-11-2024,MKN-SEL-032,764.94,Koppiku MKN Cyberjaya,Commercial
06-11-2024,MR2-KUL-015,133.26,Koppiku BHP MRR2,Commercial
06-11-2024,NOV-KUL-026,211.24,Koppiku Novo,Mall
06-11-2024,PMK-KUL-001,1547.05,Koppiku Plaza Mont Kiara,Mix
06-11-2024,RCH-KUL-006,1119.28,Koppiku Raja Chulan Monorail,Mix
06-11-2024,SS2-SEL-005,417.15,Koppiku BHP SS2,Mix
06-11-2024,SSQ-SEL-002,434.21,Koppiku Subang Square,Mix
06-11-2024,STH-SEL-025,219.19,Koppiku South City Plaza,Mall
06-11-2024,TAY-SEL-020,1851.24,Koppiku Taylors Lakeside,Education
06-11-2024,UIA-KUL-021,1808.02,Koppiku International Islamic University Malaysia,Education
06-11-2024,VIV-KUL-023,363.31,Koppiku Vivo,Mall
06-11-2024,YL1-KUL-CO-034,67.92,Koppiku Lot 10 4G Yes,Mall
06-11-2024,YSP-SEL-CO-033,28.6,Koppiku Yes Sunway Pyramid,Mall
07-11-2024,AMP-SEL-027,807.44,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
07-11-2024,AMR-SEL-036,526.32,Koppiku Amerin Mall,Mall
07-11-2024,ASA-SEL-017,603.28,Koppiku AEON Big Shah Alam,Mall
07-11-2024,BKP-KUL-018,191.72,Koppiku BHP Kepong,Transportation
07-11-2024,BLM-KUL-013,117.86,Koppiku Bloomsvale,Mall
07-11-2024,BMC-KUL-012,172.03,Koppiku BMC Mall,Mall
07-11-2024,BTS-KUL-029,815.78,Koppiku Berjaya Times Square,Mall
07-11-2024,CMK-KUL-004,746.18,Koppiku Central Market,Tourism
07-11-2024,DM3-SEL-028,623.89,Koppiku Damansara 3,Mall
07-11-2024,JAY-SEL-014,633.39,Koppiku Jaya One,Mall
07-11-2024,KAP-SEL-030,982.75,Koppiku KPJ Ampang Puteri,Hospital
07-11-2024,LBR-KUL-CO-009,246.65,Koppiku Liberal Latte,Commercial
07-11-2024,M3M-KUL-011,471.63,Koppiku M3 Mall,Mall
07-11-2024,MAR-KUL-003,1316.61,Koppiku Menara Mara,Commercial
07-11-2024,MCL-KUL-035,1370.05,Koppiku Maxim Citylights,Mall
07-11-2024,MEA-KUL-031,1048.12,Koppiku Megan Avenue 1,Commercial
07-11-2024,MKN-SEL-032,1444.36,Koppiku MKN Cyberjaya,Commercial
07-11-2024,MR2-KUL-015,141.13,Koppiku BHP MRR2,Commercial
07-11-2024,NOV-KUL-026,257.07,Koppiku Novo,Mall
07-11-2024,PMK-KUL-001,1881.37,Koppiku Plaza Mont Kiara,Mix
07-11-2024,RCH-KUL-006,861.38,Koppiku Raja Chulan Monorail,Mix
07-11-2024,SS2-SEL-005,445.99,Koppiku BHP SS2,Mix
07-11-2024,SSQ-SEL-002,937.07,Koppiku Subang Square,Mix
07-11-2024,STH-SEL-025,455.37,Koppiku South City Plaza,Mall
07-11-2024,TAY-SEL-020,3476.78,Koppiku Taylors Lakeside,Education
07-11-2024,UIA-KUL-021,2055.96,Koppiku International Islamic University Malaysia,Education
07-11-2024,VIV-KUL-023,573.71,Koppiku Vivo,Mall
07-11-2024,YL1-KUL-CO-034,157.27,Koppiku Lot 10 4G Yes,Mall
07-11-2024,YSP-SEL-CO-033,19.58,Koppiku Yes Sunway Pyramid,Mall
08-11-2024,AMP-SEL-027,638.93,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
08-11-2024,AMR-SEL-036,639.89,Koppiku Amerin Mall,Mall
08-11-2024,ASA-SEL-017,758.91,Koppiku AEON Big Shah Alam,Mall
08-11-2024,BKP-KUL-018,313.12,Koppiku BHP Kepong,Transportation
08-11-2024,BLM-KUL-013,198.06,Koppiku Bloomsvale,Mall
08-11-2024,BMC-KUL-012,500.77,Koppiku BMC Mall,Mall
08-11-2024,BTS-KUL-029,597.31,Koppiku Berjaya Times Square,Mall
08-11-2024,CMK-KUL-004,1381.38,Koppiku Central Market,Tourism
08-11-2024,DM3-SEL-028,426.1,Koppiku Damansara 3,Mall
08-11-2024,JAY-SEL-014,638.8,Koppiku Jaya One,Mall
08-11-2024,KAP-SEL-030,804.74,Koppiku KPJ Ampang Puteri,Hospital
08-11-2024,LBR-KUL-CO-009,236.89,Koppiku Liberal Latte,Commercial
08-11-2024,M3M-KUL-011,595.2,Koppiku M3 Mall,Mall
08-11-2024,MAR-KUL-003,1264.18,Koppiku Menara Mara,Commercial
08-11-2024,MCL-KUL-035,1451.31,Koppiku Maxim Citylights,Mall
08-11-2024,MEA-KUL-031,1260.62,Koppiku Megan Avenue 1,Commercial
08-11-2024,MKN-SEL-032,1128.09,Koppiku MKN Cyberjaya,Commercial
08-11-2024,MR2-KUL-015,237.06,Koppiku BHP MRR2,Commercial
08-11-2024,NOV-KUL-026,312.95,Koppiku Novo,Mall
08-11-2024,PMK-KUL-001,1810.06,Koppiku Plaza Mont Kiara,Mix
08-11-2024,RCH-KUL-006,978.65,Koppiku Raja Chulan Monorail,Mix
08-11-2024,SS2-SEL-005,511.25,Koppiku BHP SS2,Mix
08-11-2024,SSQ-SEL-002,796,Koppiku Subang Square,Mix
08-11-2024,STH-SEL-025,390.7,Koppiku South City Plaza,Mall
08-11-2024,TAY-SEL-020,2698.21,Koppiku Taylors Lakeside,Education
08-11-2024,UIA-KUL-021,1630.57,Koppiku International Islamic University Malaysia,Education
08-11-2024,VIV-KUL-023,425.29,Koppiku Vivo,Mall
08-11-2024,YL1-KUL-CO-034,262.87,Koppiku Lot 10 4G Yes,Mall
09-11-2024,AMP-SEL-027,1160.06,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
09-11-2024,AMR-SEL-036,598.72,Koppiku Amerin Mall,Mall
09-11-2024,ASA-SEL-017,1006.97,Koppiku AEON Big Shah Alam,Mall
09-11-2024,BKP-KUL-018,199.71,Koppiku BHP Kepong,Transportation
09-11-2024,BLM-KUL-013,101.97,Koppiku Bloomsvale,Mall
09-11-2024,BMC-KUL-012,396,Koppiku BMC Mall,Mall
09-11-2024,BTS-KUL-029,354.05,Koppiku Berjaya Times Square,Mall
09-11-2024,CMK-KUL-004,2554.81,Koppiku Central Market,Tourism
09-11-2024,DM3-SEL-028,383.55,Koppiku Damansara 3,Mall
09-11-2024,EVENTS-001,3911.67,EVENTS 01,Events
09-11-2024,JAY-SEL-014,557.56,Koppiku Jaya One,Mall
09-11-2024,KAP-SEL-030,1046.12,Koppiku KPJ Ampang Puteri,Hospital
09-11-2024,M3M-KUL-011,1213.78,Koppiku M3 Mall,Mall
09-11-2024,MAR-KUL-003,679.33,Koppiku Menara Mara,Commercial
09-11-2024,MCL-KUL-035,2085.4,Koppiku Maxim Citylights,Mall
09-11-2024,MEA-KUL-031,292.44,Koppiku Megan Avenue 1,Commercial
09-11-2024,MR2-KUL-015,384.43,Koppiku BHP MRR2,Commercial
09-11-2024,NOV-KUL-026,172.46,Koppiku Novo,Mall
09-11-2024,PMK-KUL-001,1014.16,Koppiku Plaza Mont Kiara,Mix
09-11-2024,RCH-KUL-006,357.66,Koppiku Raja Chulan Monorail,Mix
09-11-2024,SS2-SEL-005,286.92,Koppiku BHP SS2,Mix
09-11-2024,SSQ-SEL-002,913.02,Koppiku Subang Square,Mix
09-11-2024,STH-SEL-025,319.82,Koppiku South City Plaza,Mall
09-11-2024,TAY-SEL-020,795.8,Koppiku Taylors Lakeside,Education
09-11-2024,UIA-KUL-021,1116.94,Koppiku International Islamic University Malaysia,Education
09-11-2024,VIV-KUL-023,288.7,Koppiku Vivo,Mall
09-11-2024,YL1-KUL-CO-034,98.4,Koppiku Lot 10 4G Yes,Mall
09-11-2024,YSP-SEL-CO-033,8.02,Koppiku Yes Sunway Pyramid,Mall
10-11-2024,AMP-SEL-027,1125.2,Koppiku AEON Big Ampang (closes on 31/10/2025),Mall
10-11-2024,AMR-SEL-036,576.59,Koppiku Amerin Mall,Mall
10-11-2024,ASA-SEL-017,1296.84,Koppiku AEON Big Shah Alam,Mall
10-11-2024,BKP-KUL-018,189.99,Koppiku BHP Kepong,Transportation
10-11-2024,BLM-KUL-013,199.55,Koppiku Bloomsvale,Mall
10-11-2024,BMC-KUL-012,356.53,Koppiku BMC Mall,Mall
10-11-2024,BTS-KUL-029,644.41,Koppiku Berjaya Times Square,Mall
10-11-2024,CMK-KUL-004,2085.95,Koppiku Central Market,Tourism
10-11-2024,DM3-SEL-028,207.32,Koppiku Damansara 3,Mall
10-11-2024,EVENTS-001,2667.68,EVENTS 01,Events
10-11-2024,JAY-SEL-014,476.65,Koppiku Jaya One,Mall
10-11-2024,KAP-SEL-030,874.9,Koppiku KPJ Ampang Puteri,Hospital
10-11-2024,M3M-KUL-011,975.45,Koppiku M3 Mall,Mall
10-11-2024,MAR-KUL-003,430.44,Koppiku Menara Mara,Commercial
10-11-2024,MCL-KUL-035,1947.82,Koppiku Maxim Citylights,Mall
10-11-2024,MR2-KUL-015,156.89,Koppiku BHP MRR2,Commercial
10-11-2024,NOV-KUL-026,201.29,Koppiku Novo,Mall
